Ministere / Entite;Acheteur;Libelle du projet achat;Code nomenclature Etat; Libelle nomenclature Etat;Perimetre organisationnel;Perimetre geographique;Region si perimetre geographique regional;Date envisagee pour la notification;Duree envisagee en mois, toutes periodes incluses hors garantie;Montant previsionnel HT (toutes periodes de reconduction incluses);annee
Ministere des Solidarites et de la Sante, Ministere du Travail;DFAS SGI;Maintenance corrective des equipements de cuisine des ministeres en charge des affaires sociales;41.04.07;Maintenance materiel de restauration;Ministeriel;Administration centrale;;2021 1er trim;48;< 100 KEuros;2021
Ministere des Solidarites et de la Sante, Ministere du Travail;DFAS SGI;Prestations de manutention, de demenagement, de garde-meuble, de stockage, de destruction d'objets mobiliers et de materiels divers;35.02.08;Demenagement (agent et transfert service) et de garde meuble;Ministeriel;Administration centrale;;2021 1er trim;48;entre 100 KEuros et 1 MEuros;2021
Ministere des Solidarites et de la Sante, Ministere du Travail;DFAS SGI;Traitement du courrier, incluant des prestations de navettes et une prestation reception des plis coursiers au service du courrier central;45.05.07;Autres prestations et services;Ministeriel;Administration centrale;;2021 1er trim;48;entre 1 MEuros et 10 MEuros;2021
Ministere des Solidarites et de la Sante, Ministere du Travail;DFAS SGI;Accueil physique des locaux des administrations centrales des ministeres charges des affaires sociales e Paris (Tous sites);37.01.05;Accueil, conciergerie, reservation;Ministeriel;Administration centrale;;2021 2nd trim;48;entre 1 MEuros et 10 MEuros;2021
Ministere des Solidarites et de la Sante, Ministere du Travail;DFAS SGI;Transport par taxi des agents relevant des Ministeres sociaux;35.03.06;Transport routier de personnes;Ministeriel;Administration centrale;;2021 2nd trim;48;entre 1 MEuros et 10 MEuros;2021
Ministere des Solidarites et de la Sante, Ministere du Travail;DIRECCTE BFC;Animation et coordination du PRITH Bourgogne Franche-comte 2017 -2021;40.01.06;Conseil et expertise metier yc recherche et developpement;Ministeriel;Regional ou infra;BOURGOGNE FRANCHE COMTE;2021 3eme trim;48;entre 100 KEuros et 1 MEuros;2021
Ministere des Solidarites et de la Sante, Ministere du Travail;DJSCS Reunion;Marche de location et entretien de copieur;39.01.03;Location copieur (hors consommable et maintenance);Ministeriel;Regional ou infra;OUTRE-MER;2021 1er trim;48;entre 100 KEuros et 1 MEuros;2021
Institutions et Autorites;Conseil d'Etat;TMA du SID du Conseil d'Etat;33.04.09;Tierce Maintenance Applicative (TMA);Ministeriel;Administration centrale;;2019 3eme trim;48;entre 100 KEuros et 1 MEuros;2019
Institutions et Autorites;Conseil d'Etat;Maintenance multitechnique du palais Royal;37.05.02;Contrat de maintenance multitechniques;Ministeriel;Administration centrale;;2020 3eme trim;48;entre 100 KEuros et 1 MEuros;2020
Institutions et Autorites;Cour des Comptes;Fourniture et acheminement d'electricite (sites dont la puissance souscrite est superieure e 36 kVA) - Lot ne 1 : fourniture et acheminement d'electricite des sites e releve e courbe de charges;32.01.02;electricite;Ministeriel;National;;2019 4eme trim;24;entre 100 KEuros et 1 MEuros;2019
Institutions et Autorites;Cour des Comptes;Prestations de demenagement;35.02.08;Demenagement (agent et transfert service) et de garde meuble;Ministeriel;Administration centrale;;2021 4eme trim;48;entre 100 KEuros et 1 MEuros;2021
Institutions et Autorites;Cour des Comptes;Prestations de medecine de prevention pour les personnels de la Cour des comptes et de la CRC IDF;43.01.01;Honoraire soins medicaux;Ministeriel;Administration centrale;;2019 2nd trim;36;entre 100 KEuros et 1 MEuros;2019
Institutions et Autorites;Cour des Comptes;Acquisition de postes de travail fixes et mobiles - Lot ne 2 : Moniteurs;33.03.01;Poste de travail (PC, portables, ecrans);Ministeriel;Administration centrale;;2021 2nd trim;48;entre 100 KEuros et 1 MEuros;2021
Institutions et Autorites;Cour des Comptes;Nettoyage de locaux de la Cour des comptes;37.01.01;Nettoyage courant (bureau, hetellerie, plonge);Ministeriel;Administration centrale;;2019 4eme trim;36;entre 100 KEuros et 1 MEuros;2019
Institutions et Autorites;Cour des Comptes;Maintenance annuelle des licences ORACLE (standard et entreprise);33.02.01;Logiciel de gestion donnees;Ministeriel;Administration centrale;;2018 decembre;40;entre 100 KEuros et 1 MEuros;2018
Institutions et Autorites;CSA;Services d'assurance - Responsabilite civile;45.01.03;Autres assurances;Ministeriel;Regional ou infra;ILE DE France;2018 decembre;48;< 100 KEuros;2018
Institutions et Autorites;CSA;Acquisition, location/maintenance de solutions d'impression (SOLIMP II);39.01.03;Location copieur (hors consommable et maintenance);Ministeriel;Regional ou infra;ILE DE France;2019 1er trim;48;< 100 KEuros;2019
Institutions et Autorites;CSA;Lot 3 Fourniture de vetements professionnels pour les personnels des services techniques;41.05.01;Produits textiles (tissus);Ministeriel;Regional ou infra;ILE DE France;2019 3eme trim;48;< 100 KEuros;2019
Institutions et Autorites;CSA;Donnees musicales diffusion en radio et TV;40.01.08;etude e caractere general;Ministeriel;Regional ou infra;ILE DE France;2018 novembre;48;entre 100 KEuros et 1 MEuros;2018
Institutions et Autorites;CSA;Chaussures de villes agents accueils et chauffeurs;41.05.04;Article chaussant;Ministeriel;Regional ou infra;ILE DE France;2019 4eme trim;48;A determiner;2019
Ministere de l'Europe et des Affaires Etrangeres;RH4;Formation e la communication dans les medias en langue franeaise et langues etrangeres;40.02.02;Formation management, communication et RH;Ministeriel;Administration centrale;;2021 4eme trim;48;entre 100 KEuros et 1 MEuros;2021
Ministere de l'Europe et des Affaires Etrangeres;DSI;MEVOS 2 - Lot 3 : Fourniture et raccordement des acces sensibles;33.01.04;Services telephonie fixe;Interministeriel;Administration centrale;;2019 1er trim;48;entre 100 KEuros et 1 MEuros;2019
Ministere de l'Europe et des Affaires Etrangeres;DSI;Fourniture informatique en nuage;33.04.03;Expertises techniques;Interministeriel;Administration centrale;;2019 3eme trim;48;entre 1 MEuros et 10 MEuros;2019
Ministere de l'Europe et des Affaires Etrangeres;DSI;Prestations d'assistance MICROSOFT Premier;33.02.07;Support et maintenance logiciels;Interministeriel;Administration centrale;;2020 4eme trim;48;entre 100 KEuros et 1 MEuros;2020
Ministere de l'Europe et des Affaires Etrangeres;DSI;PII (lot 5 : Aide e l'exploitation);33.04.03;Expertises techniques;Ministeriel;Administration centrale;;2021 4eme trim;48;entre 100 KEuros et 1 MEuros;2021
Ministere de l'Europe et des Affaires Etrangeres;DSI;Fourniture d'equipements reseaux et de securite;33.05.03;equipement reseaux de donnees;Interministeriel;Administration centrale;;2021 4eme trim;48;entre 1 MEuros et 10 MEuros;2021
Ministere de l'Europe et des Affaires Etrangeres;CDCS;Achat de materiels humanitaires (tentes, beches et cordages, energie solaire);44.03.14;Autres fournitures et petit equipement;Ministeriel;Administration centrale;;2019 3eme trim;48;entre 100 KEuros et 1 MEuros;2019
Ministere de l'Europe et des Affaires Etrangeres;DFAE;Vote electronique pour les elections legislatives (2017) et conseillers consulaires (2020);33.05.04;Services reseaux de donnees;Ministeriel;Administration centrale;;2019 4eme trim;48;entre 1 MEuros et 10 MEuros;2019
Ministere de l'Europe et des Affaires Etrangeres;DAGN;Nettoyage;37.01.01;Nettoyage courant (bureau, hetellerie, plonge);Interministeriel;Regional ou infra;PAYS DE LA LOIRE;2021 1er trim;36;entre 1 MEuros et 10 MEuros;2021
Ministere de l'Europe et des Affaires Etrangeres;DSD;Expertise contrele qualite;36.04.03;etude prealable, audit, expertise lies aux travaux;Ministeriel;Administration centrale;;2019 4eme trim;36;entre 100 KEuros et 1 MEuros;2019
Ministere de l'Europe et des Affaires Etrangeres;DIL;Convention partenariale location et fonctionnement des photocopieurs;39.01.03;Location copieur (hors consommable et maintenance);Interministeriel;Administration centrale;;2019 1er trim;48;entre 100 KEuros et 1 MEuros;2019
Ministere de l'Europe et des Affaires Etrangeres;DIL;Fourniture de prestations de lavage, blanchissage, nettoyage e sec et repassage de linge  de maison et location - entretien de vetements professionnels. Lot 5: Entretien et location de vetements professionnels.;41.05.08;Services de blanchisserie (traditionnelle et industrielle);Ministeriel;Administration centrale;;2021 2nd trim;48;entre 100 KEuros et 1 MEuros;2021
Ministere de l'Europe et des Affaires Etrangeres;DIL;Missions SPS site Quai d'Orsay trasversal;36.04.01;Prestation d'assistance e maetrise d'ouvrage (AMOA);Ministeriel;Administration centrale;;2021 2nd trim;36;< 100 KEuros;2021
Ministere de l'Europe et des Affaires Etrangeres;DIL;Mission bureau de cntrele Quai d'Orsay transversal;36.04.01;Prestation d'assistance e maetrise d'ouvrage (AMOA);Ministeriel;Administration centrale;;2021 2nd trim;36;< 100 KEuros;2021
Ministere de l'Europe et des Affaires Etrangeres;DCSD;Vehicules de la gamme commerciale;34.01.04;Vehicule tout terrain;Ministeriel;Administration centrale;;2019 1er trim;48;entre 1 MEuros et 10 MEuros;2019
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DDFIP 94;NAVETTES ACHEMINEMENT COURRIER DDFIP 94/SITES 94;35.01.07;Prestation courses et tournees collecte courrier;Ministeriel;Inter-regionnal;ILE DE France;2021 1er trim;48;entre 100 KEuros et 1 MEuros;2021
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DRFIP 13;Marche Avocats e Representation en defense creation PJJ;40.03.02;Services de representation juridique;Ministeriel;National;;2019 4eme trim;48;entre 100 KEuros et 1 MEuros;2019
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DRFIP 59;Renovation des toitures terrasses du CFP de Valenciennes;36.02.03;Travaux de rehabilitation betiment;Ministeriel;Regional ou infra;HAUTS DE France;2018 decembre;12;entre 100 KEuros et 1 MEuros;2018
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;SDNC;Travaux de maeonnerie sous-sol betiment principal du SDNC;36.02.02;Travaux de renovation betiment (yc betiments historiques);Ministeriel;Regional ou infra;ILE DE France;2019 1er trim;A determiner;entre 100 KEuros et 1 MEuros;2019
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DNID;expertises bijoux et euvre d'art;45.05.07;Autres prestations et services;Ministeriel;National;;2019 4eme trim;48;entre 100 KEuros et 1 MEuros;2019
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DGSSI;Concession, support et maintenance de licences Dyalog APL/W;33.02.07;Support et maintenance logiciels;Ministeriel;Administration centrale;;2018 octobre;48;< 100 KEuros;2018
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DGSSI;Maintenance de solutions materielles et logicielles de traitement des encaissements dans les centres deencaissement de la DGFIP (NCR et autres);33.04.16;Tierce Maintenance Materiel (TMM);Ministeriel;Administration centrale;;2018 octobre;48;entre 1 MEuros et 10 MEuros;2018
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DGSSI;Acquisition de cartouches magnetiques neuves et les prestations deetiquetage de ces produits destines aux sites informatiques de la DGFIP.;33.03.05;Peripheriques et petits materiels divers;Ministeriel;National;;2018 octobre;48;< 100 KEuros;2018
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DGSSI;Mise en oeuve d'une application Qlikview, maintien en condition operationelle et hebergement;33.04.09;Tierce Maintenance Applicative (TMA);Ministeriel;Administration centrale;;2019 2nd trim;48;entre 100 KEuros et 1 MEuros;2019
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DGSSI;Maintenance de materiels de pliage-insertion KERN 606 et de leurs options installes dans les ESI de la DGFIP;33.04.16;Tierce Maintenance Materiel (TMM);Ministeriel;Administration centrale;;2019 2nd trim;36;entre 100 KEuros et 1 MEuros;2019
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DGSSI;Integration automatique des changements deadresse deenvoi de La Poste;33.04.12;Autre maintenance informatique (hors TMA);Ministeriel;Administration centrale;;2019 2nd trim;60;< 100 KEuros;2019
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DGSSI;Fourniture de services d'accueil par un serveur vocal interactif (SVI) et des fonctionnalites simples de centres d'appel, ainsi que des outils et fonctionnalites avancees pour Centres de Contacts en mode multi-canal. Lot 2;33.01.04;Services telephonie fixe;Ministeriel;Administration centrale;;2019 4eme trim;48;> 10 Meuros;2019
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DGSSI;Maintenance du logiciel de gestion de la formation professionnelle e FLORE e et realisation de prestations annexes;33.02.07;Support et maintenance logiciels;Ministeriel;Administration centrale;;2020 1er trim;48;entre 100 KEuros et 1 MEuros;2020
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DGSSI;Maintien en condition de fonctionnement du parc d'equipements d'edition (L2);33.04.16;Tierce Maintenance Materiel (TMM);Ministeriel;Administration centrale;;2020 2nd trim;48;entre 1 MEuros et 10 MEuros;2020
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DGSSI;Maintien en condition de fonctionnement du parc d'equipements d'impression-finition, acquisition et maintenance des materiels accessoires et logiciels embarques au parc existant et prestations annexes associees (L1);33.04.16;Tierce Maintenance Materiel (TMM);Ministeriel;Administration centrale;;2020 2nd trim;48;> 10 Meuros;2020
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DGSSI;Fourniture de cartouches magnetiques en environnement z series pour les Etablissements de Services Informatiques (ESI) de la Direction Generale des Finances Publiques (DGFiP);44.03.14;Autres fournitures et petit equipement;Ministeriel;Administration centrale;;2020 2nd trim;48;entre 100 KEuros et 1 MEuros;2020
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DGSSI;Maintenance du logiciel de recherche d'identite par voisinage, appele SSA Name 3 et prestations d'expertise.;33.02.07;Support et maintenance logiciels;Ministeriel;Administration centrale;;2020 3eme trim;48;entre 100 KEuros et 1 MEuros;2020
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DGSSI;Realisation de prestations d'etudes pour l'hebergement - Lot ne 1;33.04.03;Expertises techniques;Ministeriel;Administration centrale;;2021 2nd trim;48;entre 100 KEuros et 1 MEuros;2021
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DGSSI;Formations : Sphere IBM - systemes et langages (L2);40.02.01;Formation informatique (yc bureautique);Ministeriel;Administration centrale;;2021 2nd trim;48;entre 100 KEuros et 1 MEuros;2021
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DGSSI;Assistance e la realisation et e la maintenance d'applications en environnement JAVA/J2EE et PHP;33.04.06;Forfait de developpement;Ministeriel;Administration centrale;;2021 3eme trim;48;> 10 Meuros;2021
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DGFIP e Services centraux e SPIB-2B;Composition, fabrication et approvisionnement en imprimes des ESI;39.02.04;Services externalises de repro;Ministeriel;National;;2018 novembre;48;entre 1 MEuros et 10 MEuros;2018
Ministeres de l'Action et des Comptes publics et de l'Economie et des Finances;DGFIP e Services centraux e SPIB-2B;Telesurveillance des sites de la DGFiP;37.01.04;Services de gardiennage et de securite;Ministeriel;National;;2020 3eme trim;48;entre 1 MEuros et 10 MEuros;2020
